Y;X1;X2;X3;X4;X5;X6;X7;X8;X9;X10;X11;X12;X13;X14;X15;X16;X17;X18;X19;X20;X21;X22;X23;X24;X25;X26;X27;X28;X29;X30;X31;X32;X33;X34;X35;X36;X37;X38;X39;X40;X41;X42;X43;X44;X45;X46;X47;X48;X49;X56;X51;X52;X53;X54;X55;X56;X57;X58;X59;X60;X61;X62;X63;X64;X65;X66;X67;X68;X69;X70;X71;X72;X73;X74;X75;X76;X77;X78;X79;X80;X81;X82;X83;X84;X85;X86;X87;X88;X89;X90;X91;X92;X93;X94;X95;X96;X97;X98;X99;X100;X101;X102;X103;X104;X105;X106;X107;X108;X109;X110;X111;X112;X113;X114;X115;X116;X117;X118;X119;X120;X121;X122;X123;X124;X125;X126;X127;X128;X129;X130;X131;X132;X133;X134;X135;X136;X137;X138;X139;X140;X141;X142;X143;X144;X145;X146;X147;X148;X149;X156;X151;X152;X153;X154;X155;X156;X157;X158;X159;X160;X161;X162;X163;X164;X165;X166;X167;X168;X169;X170;X171;X172;X173;X174;X175;X176;X177;X178;X179;X180;X181;X182;X183;X184;X185;X186;X187;X188;X189;X190;X191;X192;X193;X194;X195;X196;X197;X198;X199;X200;X201;X202;X203;X204;X205;X206;X207;X208;X209;X210;X211;X212;X213;X214;X215;X216;X217;X218;X219;X220;X221;X222;X223;X224;X225;X226;X227;X228;X229;X230;X231;X232;X233;X234;X235;X236;X237;X238;X239;X240;X241;X242;X243;X244;X245;X246;X247;X248;X249;X256;X251;X252;X253;X254;X255;X256
1;0;0;0;0;0;0;0;179.324;165.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;215.265;222.631;5.08;0;0;0;0;0;0;0;0;0;0;0;0;2.667;234.442;253.746;25.908;0;0;0;0;0;0;0;0;0;0;0;0;11.684;247.269;251.079;27.813;0;0;0;0;0;0;0;0;0;0;0;0;12.446;250.825;246.507;10.541;0;0;0;0;0;0;0;0;0;0;0;0;4.445;238.506;239.649;2.54;0;0;0;0;0;0;0;0;0;0;0;0;2.032;238.125;247.269;11.811;0;0;0;0;0;0;0;0;0;0;0;0;1.016;225.806;251.46;13.843;0;0;0;0;0;0;0;0;0;0;0;0;3.556;241.681;252.095;22.987;0;0;0;0;0;0;0;0;0;0;0;0;2.921;235.966;244.983;8.255;0;0;0;0;0;0;0;0;0;0;0;0;4.572;231.648;248.666;17.907;0;0;0;0;0;0;0;0;0;0;0;0;2.159;234.696;253.873;46.99;0;0;0;0;0;0;0;0;0;0;0;0;14.351;244.475;251.46;27.559;0;0;0;0;0;0;0;0;0;0;0;0;27.432;253.238;254;52.451;0;0;0;0;0;0;0;0;0;0;0;0;52.07;254;240.792;15.621;0;0;0;0;0;0;0;0;0;0;0;0;0;138.811;198.501;0;0;0;0;0;0;0
9;0;0;0;0;0;42.672;185.039;241.935;164.973;46.736;0;0;0;0;0;0;0;0;0;0;44.45;235.966;195.58;54.483;67.183;221.996;30.988;0;0;0;0;0;0;0;0;0.127;186.182;215.9;4.445;0;0;155.067;137.16;0;0;0;0;0;0;0;0;41.91;252.095;79.629;0;0;0;125.984;182.245;103.886;16.51;0;0;0;0;0;0;98.171;232.664;0;0;0;29.591;201.168;249.555;254;91.948;0;0;0;0;0;0;95.25;226.695;0;0;13.97;241.3;254;254;242.697;24.765;0;0;0;0;0;0;33.401;249.428;71.12;0;0;96.52;254;254;141.732;0;0;0;0;0;0;0;0;143.637;245.745;188.976;205.232;250.698;254;249.809;29.972;0;0;0;0;0;0;0;0;0;83.693;166.37;169.926;92.837;235.458;151.892;0;0;0;0;0;0;0;0;0;0;0;0;0;117.729;250.825;50.038;0;0;0;0;0;0;0;0;0;0;0;0;7.366;219.71;197.104;0;0;0;0;0;0;0;0;0;0;0;0;0;93.345;254;107.696;0;0;0;0;0;0;0;0;0;0;0;0;1.651;225.171;219.71;9.652;0;0;0;0;0;0;0;0;0;0;0;0;113.03;253.873;106.807;0;0;0;0;0;0;0;0;0;0;0;0;11.557;238.125;242.189;10.414;0;0;0;0;0;0;0;0;0;0;0;0;26.543;233.426;101.6;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;5.969;12.065;0;0;0;0;0;0;0;0;0;0;0;0;0;112.014;216.027;232.41;125.603;20.701;0;0;0;0;0;0;0;0;0;0;103.124;248.158;254;254;254;242.443;171.704;20.066;0;0;0;0;0;0;0;83.185;238.76;254;193.421;131.953;179.959;228.727;254;224.028;69.088;0;0;0;0;23.241;159.893;249.809;253.746;138.684;8.636;0;0;65.405;252.476;254;246.761;79.121;0;7.112;90.551;239.649;254;254;188.595;0;0;0;0;0;90.043;242.824;254;250.19;54.991;109.22;177.546;227.711;254;249.809;65.405;0;0;0;0;0;0;89.662;228.981;254;199.644;0;0;187.071;254;187.96;0;0;0;0;0;0;0;0;106.045;254;236.982;0;0;210.82;254;122.555;0;0;0;0;0;0;0;0;10.922;248.158;192.024;0;6.731;237.49;254;131.572;0;0;0;0;0;0;0;0;0;230.632;179.705;0;0.381;248.285;254;124.714;0;0;0;0;0;0;0;0;6.477;225.044;154.178;0;0;181.102;254;182.88;7.493;0;0;0;0;0;0;33.147;172.847;254;101.219;0;0;48.006;248.031;254;213.868;116.967;22.987;9.525;58.547;70.104;154.813;241.808;254;206.629;32.512;0;0;0;85.09;248.539;254;254;245.11;241.427;254;254;254;247.777;142.621;9.652;0;0;0;0;0;46.101;144.018;203.835;254;254;215.519;201.422;135.636;37.084;0;0;0;0;0;0;0;0;0;0.762;20.828;20.828;5.715;0;0;0;0;0;0
0;0;0;0;0;8.636;135.763;243.078;221.361;47.244;4.318;0;0;0;0;0;0;0;0;0;6.985;175.387;254;254;254;254;214.63;181.229;69.723;0;0;0;0;0;0;2.286;164.846;254;254;160.655;150.368;247.65;254;254;251.841;181.864;9.906;0;0;0;0;98.933;254;254;174.752;1.524;0;20.447;103.124;216.408;249.936;254;128.905;0;0;0;4.318;227.33;254;224.917;33.655;0;0;0;0;0;96.139;250.571;245.872;42.926;0;0;68.707;254;254;94.996;0;0;0;0;0;0;0;203.581;254;116.586;0;0;115.189;254;237.617;17.526;0;0;0;0;0;0;0;127.381;254;167.767;0;0;116.967;254;208.788;0;0;0;0;0;0;0;0;51.181;254;221.615;0;0;177.292;254;170.815;0;0;0;0;0;0;0;0;36.195;254;205.867;0;0;201.422;254;185.674;0;0;0;0;0;0;0;0;60.325;254;176.149;0;0;153.035;254;202.311;1.016;0;0;0;0;0;0;0;109.601;254;165.989;0;0;99.187;254;254;47.879;0;0;0;0;0;0;4.826;223.647;254;97.282;0;0;20.701;233.934;254;217.932;53.848;0;0;0;0;16.891;173.99;254;231.267;9.525;0;0;0;124.587;252.095;254;251.333;165.481;94.107;94.107;102.362;211.836;254;236.474;50.165;0;0;0;0;0;93.345;221.234;254;254;254;254;254;254;208.661;57.023;0;0;0;0;0;0;0;13.081;136.017;195.961;254;254;211.582;126.619;26.67;0;0;0;0
4;0;0;0;0;0;0;0;0;139.954;215.265;8.382;0;0;0;0;0;0;0;0;0;0;0;0;59.69;250.571;251.46;12.827;0;0;0;0;0;0;0;0;0;0;0;20.447;229.743;254;231.902;3.048;0;0;0;0;0;0;0;0;0;0;3.937;180.213;254;254;195.326;0;0;0;0;0;0;0;0;0;0;0.381;138.684;254;215.392;254;176.53;0;0;0;0;0;0;0;0;0;0;84.963;254;227.33;72.898;254;136.906;0;0;0;0;0;0;0;0;0;60.706;246.38;252.73;72.39;65.786;254;107.696;0;0;0;0;0;0;0;0;30.226;231.775;254;143.002;0;84.582;254;76.962;0;0;0;0;0;0;0;32.639;207.899;254;173.355;2.921;0;127.254;254;38.862;0;0;0;0;0;0;0.635;212.598;254;254;189.865;178.435;178.435;219.837;254;142.113;123.571;123.571;81.407;94.488;69.342;0;0;208.28;254;254;254;254;254;254;254;254;254;254;254;254;236.982;0.635;0;9.525;26.162;61.722;21.971;6.858;37.719;179.959;254;135.001;69.977;61.722;75.819;71.501;41.656;0;0;0;0;0;0;0;0;143.256;254;42.164;0;0;0;0;0;0;0;0;0;0;0;0;0;162.052;248.158;20.32;0;0;0;0;0;0;0;0;0;0;0;0;0;220.98;227.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;171.45;172.847;0;0;0;0;0;0;0
5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.508;26.416;3.429;0;0;0;0;0;0;0;0;0;0;0;0;49.022;208.407;246.634;210.947;96.901;4.699;0;0;0;0;1.651;29.972;88.646;17.399;108.458;193.421;246.253;253.873;253.746;253.873;253.873;163.322;0;0;0;0;18.796;241.681;253.873;233.807;95.377;216.154;253.873;253.873;253.873;253.873;150.241;38.1;0;0;0;0;71.882;253.492;253.873;253.873;174.625;3.048;75.946;147.193;104.013;38.354;2.032;0;0;0;0;0;4.826;154.305;253.873;253.873;235.585;45.847;0;0;0;0;0;0;185.547;150.241;1.778;0;0;0;45.974;147.574;226.314;252.73;168.021;45.085;0;0;0;0;55.499;249.809;109.347;0;0;0;0;0;3.302;57.15;198.755;241.681;115.062;1.397;0;0;0;73.025;248.666;121.539;0.381;0;0;0;0;0;2.667;154.178;253.873;164.846;1.143;0;0;0;75.311;224.409;197.358;50.8;1.651;0;0;0;0;51.435;253.873;253.873;125.222;0;0;0;0;21.971;147.574;247.269;220.853;164.084;104.775;42.418;73.533;204.47;253.873;253.873;250.952;22.479;0;0;0;0;0;31.75;142.24;243.459;254;253.746;253.873;253.746;253.873;253.873;246.888;28.702;0;0;0;0;0;0;0;19.177;94.234;153.416;226.441;253.873;253.873;228.6;166.497;5.842;0;0;0;0;0;0;0;0;0;0;6.223;26.67;26.67;16.256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7;0;0;0;0;0;20.701;138.938;233.172;254;192.151;58.547;0;0;0;0;0;0;3.175;36.068;110.363;184.531;239.522;254;254;254;254;250.317;138.811;4.699;0;0;0;0;43.307;254;254;254;254;253.365;238.506;127;112.014;186.69;254;217.805;84.836;0;0;0;0.254;142.748;244.348;202.311;175.641;96.266;0;0;0;66.675;254;254;251.714;37.592;0;0;0;0;13.97;0;0;0;0;0;0;19.812;247.015;254;231.902;9.525;0;0;0;0;0;0;0;0;0;0;0;108.458;254;254;141.224;0;0;0;0;0;0;0;0;0;0;0;1.397;210.82;254;251.968;39.497;0;0;0;0;0;0;0;0;0;0;0.762;135.636;253.111;254;160.147;0.635;0;0;0;0;0;0;0;0;0;0;69.215;251.841;254;243.586;26.416;0;0;0;0;0;0;0;0;0;0;1.905;214.63;254;254;102.108;0;0;0;0;0;0;0;0;0;0;0;114.681;253.492;254;209.042;13.97;0;0;0;0;0;0;0;0;0;0;12.065;228.092;254;245.364;68.326;0;0;0;0;0;0;0;0;0;0;0;151.892;254;254;130.556;0;0;0;0;0;0;0;0;0;0;0;46.355;240.919;254;188.341;9.398;0;0;0;0;0;0;0;0;0;0;0;166.116;254;243.332;63.754;0;0;0;0;0;0;0;0;0;0;0;0;81.534;245.11;143.764;0;0;0;0;0;0;0;0
7;0;0;0.762;98.425;205.486;254;254;180.34;43.688;0;0.762;35.941;4.699;0;0;0;0;0;143.637;250.444;254;254;254;254;247.142;164.211;188.214;250.444;203.962;44.577;0;0;0;0;124.46;250.444;254;221.361;171.45;145.161;170.688;250.444;254;254;254;169.418;0;0;0;0;0;53.34;53.086;7.62;0;0;0;62.103;246.761;254;254;95.504;0;0;0;0;0;0;0;0;0;0;0;87.249;254;254;250.571;25.019;0;0;0;0;0;0;0;0;0;0;0;140.462;254;254;158.877;1.397;0;0;0;0;0;0;0;0;0;0;33.528;232.664;254;248.539;39.878;0;0;0;0;0;0;0;0;0;0;0;148.336;254;254;213.995;0.635;0;0;0;0;0;0;0;0;0;0;10.16;212.09;254;254;119.888;0;0;0;0;0;0;0;0;0;0;0;83.693;254;254;233.553;24.892;0;0;0;0;0;0;0;0;0;0;11.303;198.12;254;254;132.715;0;0;0;0;0;0;0;0;0;0;0;91.567;254;254;250.19;21.082;0;0;0;0;0;0;0;0;0;0;2.032;163.449;254;254;135.128;0;0;0;0;0;0;0;0;0;0;0;70.612;251.714;254;247.904;46.609;0;0;0;0;0;0;0;0;0;0;0;121.539;254;254;189.484;0;0;0;0;0;0;0;0;0;0;0;0;5.08;137.922;249.428;74.041;0;0;0;0;0;0;0
0;0;0;0;0;0;128.524;221.869;232.283;152.781;239.903;99.949;0;0;0;0;0;0;0;0;0;47.498;237.871;254;254;254;254;251.587;75.692;0;0;0;0;0;0;0;0;189.611;254;254;254;232.029;126.111;254;240.411;43.307;0;0;0;0;0;0;70.993;246.126;254;254;254;146.177;9.652;202.819;254;217.678;7.239;0;0;0;0;0;117.729;254;254;254;247.015;37.084;0;86.487;254;254;96.901;0;0;0;0;4.191;164.084;254;254;254;215.9;2.159;0;17.145;243.459;254;213.233;9.525;0;0;0;73.152;253.492;254;254;251.587;92.964;0;0;0;199.898;254;250.063;37.338;0;0;11.557;219.329;254;254;254;216.662;0.508;0;0;0;158.369;254;254;159.385;0;0;138.938;254;254;254;254;81.915;0;0;0;0;205.232;254;254;170.18;0;0;181.991;254;254;254;216.535;22.479;0;0;0;31.496;239.776;254;254;211.328;0.381;0.381;205.486;254;254;254;80.772;0;0;0;17.653;177.165;254;254;254;172.466;0;0;133.604;254;254;251.714;32.385;0;0;9.398;143.51;254;254;254;254;129.54;0;0;50.038;253.746;254;249.555;55.626;33.147;90.805;203.327;254;254;254;254;199.263;25.908;0;0;0;107.95;247.015;254;254;254;254;254;254;254;254;243.84;84.709;0;0;0;0;0;82.55;227.457;254;254;254;254;254;254;203.581;70.993;0;0;0;0;0;0;0;10.541;123.19;243.459;254;254;254;220.726;42.164;0;0;0;0
9;0;0;0;0;0;0;51.308;120.777;181.229;238.506;185.928;79.375;0;0;0;0;0;0;0;0;61.468;169.672;247.777;254;254;254;254;254;95.758;0;0;0;0;0;15.113;164.592;250.063;254;254;253.746;201.803;76.454;205.486;254;238.379;7.747;0;0;0;0;127.381;254;254;252.857;203.962;69.977;4.191;0;131.191;254;254;105.664;0;0;0;0;188.722;254;253.365;125.349;2.159;0;5.842;97.663;218.948;254;254;188.468;0;0;0;0;115.697;252.984;252.857;140.97;124.968;170.815;244.094;254;254;254;254;96.647;0;0;0;0;0;81.28;217.043;254;254;254;254;254;254;254;218.948;14.605;0;0;0;0;0;0;6.477;93.345;154.051;154.051;175.006;254;254;252.222;75.692;0;0;0;0;0;0;0;0;0;0;4.572;187.452;254;254;186.563;2.413;0;0;0;0;0;0;0;0;0;0;54.991;254;254;253.619;73.533;0;0;0;0;0;0;0;0;0;0;6.223;225.806;254;254;205.359;4.826;0;0;0;0;0;0;0;0;0;0;48.26;253.873;254;241.3;39.243;0;0;0;0;0;0;0;0;0;0;0;100.711;254;254;145.923;0;0;0;0;0;0;0;0;0;0;0;0;153.289;254;254;71.501;0;0;0;0;0;0;0;0;0;0;0;0;202.565;254;208.534;8.636;0;0;0;0;0;0;0;0;0;0;0;0;67.945;220.599;153.797;0;0;0;0;0;0;0
8;0;0;0;0;0;0;0;0;0;89.281;85.09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;143.891;247.777;69.85;0;0;0;0;0;0;0;0;0;7.239;9.652;0;0;184.531;254;172.212;0;0;0;0;0;0;0;0;0.508;193.675;246.634;137.668;10.16;227.457;254;142.748;0;0;0;0;0;0;0;0;85.09;254;254;157.099;125.73;254;253.873;48.641;0;0;0;0;0;0;0;0;159.512;254;235.204;117.856;251.333;254;183.515;5.334;0;0;0;0;0;0;0;0;90.424;254;227.838;246.38;254;225.171;36.195;0;0;0;0;0;0;0;0;0;1.27;186.944;254;254;238.506;61.595;0;0;0;0;0;0;0;0;0;0;15.875;226.949;254;254;121.539;0;0;0;0;0;0;0;0;0;0;0;130.81;254;237.109;158.242;250.571;100.584;0;0;0;0;0;0;0;0;0;0;198.882;254;128.905;0.254;99.441;249.809;58.547;0;0;0;0;0;0;0;0;0;192.532;254;43.18;0;0;190.373;228.854;22.606;0;0;0;0;0;0;0;0;131.826;254;72.898;0;0;140.97;254;151.003;0;0;0;0;0;0;0;0;18.415;211.074;162.052;5.207;0;159.258;254;205.994;0;0;0;0;0;0;0;0;0;26.67;193.548;235.077;227.33;249.047;254;213.106;0;0;0;0;0;0;0;0;0;0;1.27;64.643;156.845;220.345;225.679;88.138;0;0;0;0
3;0;0;0;0;0;0;0;98.552;232.664;227.838;65.405;0;0;0;0;0;0;0;0;0;0;0;126.619;252.857;254;254;249.047;105.156;3.302;0;0;0;0;0;0;0;0;48.514;251.206;254;254;254;254;254;111.506;0;0;0;0;0;0;0;0;116.713;254;254;244.475;69.469;185.928;254;210.566;0;0;0;0;0;0;0;0;18.415;180.34;250.698;107.442;151.003;253.873;254;248.158;15.494;0;0;0;0;0;0;0;0;0;19.812;55.626;236.22;254;254;123.063;2.159;0;0;0;0;0;0;0;0;0.127;130.81;238.379;254;254;193.802;7.112;0;0;0;0;0;0;0;0;0;0;106.299;249.809;254;253.492;69.088;0;0;0;0;0;0;0;0;0;0;0;0;49.53;155.575;220.98;217.297;44.577;0;0;0;0;70.485;32.004;0;0;0;0;0;0;0;18.288;179.832;237.998;57.531;0;0;0.381;221.742;238.887;34.544;0;0;0;0;0;0;0;4.445;210.185;240.792;50.292;0;0;147.574;251.968;42.799;0;0;0;0;0;0;0;1.397;167.513;254;171.069;0;0;22.098;235.331;195.453;25.4;0;0;0;0;0;3.556;114.046;252.095;254;215.519;0.381;0;0;54.356;224.663;239.141;163.703;80.899;39.878;72.644;76.835;195.834;254;254;254;163.576;0;0;0;0;13.335;128.27;242.189;254;254;254;254;254;254;254;219.075;36.449;0;0;0;0;0;0;8.636;60.452;103.759;171.577;251.841;253.492;192.913;126.492;13.462;0;0
0;0;0;0;0;0;0;114.554;212.09;61.468;0;0;0;0;0;0;0;0;0;0;0;0;0;36.576;253.492;242.316;43.942;0;0;0;0;0;0;0;0;0;0;0;32.385;180.467;254;254;217.932;16.383;0;0;0;0;0;0;0;0;0;6.35;201.93;254;254;254;254;123.19;0;0;0;0;0;0;0;0;0;47.117;253.365;254;254;144.145;240.284;249.047;61.341;0;0;0;0;0;0;0;0;169.545;254;254;252.476;30.607;148.463;254;220.853;2.667;0;0;0;0;0;0;18.669;222.885;254;254;185.928;3.683;68.707;254;254;108.458;0;0;0;0;0;0;94.488;254;254;254;104.14;0;3.048;233.172;254;154.686;0;0;0;0;0;0.381;204.978;254;254;242.824;47.244;0;0;179.197;254;244.348;9.017;0;0;0;0;72.263;250.825;254;254;150.876;0;0;0;151.765;254;254;56.261;0;0;0;0;80.645;254;254;254;57.404;0;0;9.017;208.153;254;254;91.694;0;0;0;0;93.599;254;254;244.983;13.208;0;5.08;127;253.746;254;254;73.406;0;0;0;0;62.23;254;254;206.248;0;14.097;144.018;254;254;254;219.71;19.685;0;0;0;0;3.302;210.312;254;245.237;192.151;234.696;254;254;254;254;105.41;0;0;0;0;0;0;38.1;209.931;254;254;254;254;254;254;120.65;12.319;0;0;0;0;0;0;0;6.858;88.519;175.133;220.345;225.806;168.402;89.408;6.096;0;0;0;0
3;0;0;0;0;0;0;38.989;235.585;223.52;21.971;0;0;0;0;0;0;0;0;0;0;0;3.175;177.8;254;242.824;41.021;0;0;0;0;0;0;0;0;0;0;12.7;146.558;253.873;254;247.142;127;15.875;0;0;0;0;0;0;0;0;1.397;174.117;254;254;254;254;254;226.568;57.531;0;0;0;0;0;0;0;30.099;252.857;254;254;176.022;67.056;100.33;254;237.744;12.7;0;0;0;0;0;0;0;119.761;236.22;133.858;9.144;0;123.317;254;254;34.798;0;0;0;0;0;0;0;0;0;0;0;49.53;240.411;254;223.52;6.35;0;0;0;0;0;0;0;0;0;0;0;162.433;254;254;149.987;0;0;0;0;0;0;0;0;0;0;0;0;104.013;252.857;254;254;174.752;9.144;0;0;0;0;0;0;0;0;0;0;0;57.785;139.319;189.611;254;167.005;0;0;0;0;0;0;0;0;0;0;0;0;4.064;160.274;254;253.492;34.417;0;0;0;0;0;0;0;0;0;0;24.003;181.991;254;254;236.601;5.207;0;0;18.796;197.866;64.643;0;0;0;15.367;124.206;226.314;254;254;245.872;62.103;0;0;0;17.399;236.347;233.299;147.574;123.952;103.378;215.773;254;254;254;248.793;89.408;0;0;0;0;0;78.359;232.41;254;254;254;254;254;252.222;211.709;82.296;0;0;0;0;0;0;0;19.304;102.362;180.721;254;217.043;127.381;55.626;0;0;0;0;0;0
5;0;0;0;0;0;0;0;0;0;0;6.223;60.452;115.824;198.247;226.822;14.351;0;0;0;0;0;1.778;24.13;76.708;122.174;217.678;221.361;254;254;254;246.38;18.415;0;0;0;0;0;121.666;254;254;254;254;254;254;254;254;140.97;0;0;0;40.005;145.161;204.724;252.095;254;254;251.206;205.613;205.613;206.121;241.935;76.581;3.556;0;0.889;78.613;223.647;254;254;252.476;246.38;206.248;45.72;0;0;0.381;36.449;0;0;0;20.701;254;254;254;254;231.14;103.124;106.553;10.795;0;0;0;0;0;0;0;11.176;203.073;254;254;254;254;254;254;187.579;100.33;36.322;6.477;0;0;0;0;0;20.701;60.452;103.632;157.226;210.185;254;254;254;254;254;198.12;96.774;6.858;0;0;0;0;0;0;0;0;0;25.908;146.304;239.395;254;254;254;183.134;11.811;0;0;0;0;0;0;0;0;0;0;27.432;96.266;182.499;254;254;139.7;0;0;2.159;54.737;0;0;0;0;0;0;0;0;7.874;173.99;254;236.855;0;0;82.931;250.825;192.786;54.102;0;0;0;0;0;0;0;112.395;254;232.664;0;0;2.032;182.118;254;235.839;145.542;25.146;3.302;0;0;8.255;77.724;242.189;254;150.368;0;0;0;25.4;149.733;254;254;254;192.278;169.418;169.418;227.076;254;254;234.696;54.864;0;0;0;0;4.064;101.092;195.072;254;254;254;254;254;254;220.726;51.435;0;0;0;0;0;0;0;17.145;126.492;254;254;254;254;141.859;11.684;0;0;0
8;0;0;0;0;117.602;222.123;99.314;73.279;125.603;163.703;91.313;66.04;0;0;0;0;0;0;0;147.955;252.095;254;254;254;254;254;254;252.857;181.102;5.969;0;0;0;0;2.794;237.236;254;254;219.71;214.503;214.503;214.503;238.252;254;247.396;9.144;0;0;0;0;12.319;229.362;254;254;55.499;0;0;0;139.192;254;206.883;0;0;0;0;0;0;60.325;250.317;254;225.425;56.896;0;28.194;226.949;254;155.067;0;0;0;0;0;0;0;55.372;235.839;254;224.028;78.994;180.086;254;197.993;11.176;0;0;0;0;0;0;0;0;51.689;212.471;254;254;254;254;42.291;0;0;0;0;0;0;0;0;0;0;14.986;199.771;254;254;175.768;2.54;0;0;0;0;0;0;0;0;0;0;8.128;204.216;254;254;229.108;15.875;0;0;0;0;0;0;0;0;0;2.413;126.111;254;249.936;254;254;105.791;0;0;0;0;0;0;0;0;0;95.631;254;237.363;73.406;206.375;254;171.577;0;0;0;0;0;0;0;0;0;207.137;245.491;99.187;0.254;229.616;254;148.336;0;0;0;0;0;0;0;0;88.265;250.952;194.564;0;26.543;252.984;250.19;84.455;0;0;0;0;0;0;0;0;98.806;254;195.961;70.104;186.944;254;200.533;0;0;0;0;0;0;0;0;0;60.96;251.333;254;254;254;233.172;49.149;0;0;0;0;0;0;0;0;0;0;107.188;227.838;163.703;163.576;35.941;0;0;0;0;0;0
2;0;0;0;0;14.605;232.029;254;254;175.133;93.599;0.889;0;0;0;0;0;0;0;0;0;142.748;254;254;254;254;254;157.607;8.128;0;0;0;0;0;0;0;4.064;213.233;254;141.351;46.228;110.871;239.141;254;173.101;0;0;0;0;0;0;0;0.635;249.174;254;50.292;0;0;100.838;254;253.365;38.354;0;0;0;0;0;0;70.358;254;254;68.072;0;0;0;185.928;254;139.446;0;0;0;0;0;0;5.461;102.489;111.633;7.112;0;0;0;84.074;254;238.379;36.449;0;0;0;0;0;0;0;0;0;0;0;0;57.912;254;254;80.645;0;0;0;0;0;0;0;0;0;0;0;0;40.132;254;254;98.425;0;0;0;0;0;81.407;222.123;201.93;161.671;128.651;27.178;0;114.681;254;237.109;15.621;0;0;0;0;70.485;246.761;254;254;254;254;240.284;185.801;184.785;254;203.327;0;0;0;0;2.159;211.074;254;198.501;66.929;46.228;198.882;254;254;254;254;137.16;0;0;0;0;28.575;250.825;228.092;13.081;0;0;12.192;145.542;254;254;242.189;32.512;0;0;0;0;66.421;254;237.49;21.463;0;0;3.81;136.144;254;254;237.49;21.463;0;0;0;0;24.257;227.838;254;210.82;138.557;138.557;209.042;254;254;254;254;185.674;5.08;0;0;0;0;73.533;198.628;251.841;254;254;254;254;225.425;139.827;245.491;254;213.487;51.689;0;0;0;0;0;108.966;197.866;254;167.386;114.554;13.589;0;64.897;206.248;251.333;48.387;0
0;0;0;0;0;0;27.94;234.188;223.266;104.394;6.223;0;0;0;0;0;0;0;0;0;0;0;68.961;254;254;254;161.925;6.223;0;0;0;0;0;0;0;0;0;49.022;232.029;254;254;254;254;151.511;4.064;0;0;0;0;0;0;0;11.049;211.074;254;254;132.461;174.117;254;254;143.002;0;0;0;0;0;0;0;189.23;254;254;108.839;0;4.191;123.063;252.984;254;138.176;0;0;0;0;1.524;131.445;251.46;248.285;105.791;0.508;0;0;0;107.823;251.333;252.349;110.49;0;0;0;21.209;254;254;176.149;0;0;0;0;0;0;168.148;254;192.659;6.477;0;0;115.57;254;254;48.133;0;0;0;0;0;0;68.072;247.015;254;69.088;0;0;151.892;254;173.482;0;0;0;0;0;0;0;0;183.388;254;175.514;0;0;229.489;254;163.068;0;0;0;0;0;0;0;0;76.327;254;232.283;0;0;197.993;254;152.527;0;0;0;0;0;0;0;0;78.359;254;221.742;0;0;157.988;254;209.296;0;0;0;0;0;0;0;0;155.956;254;177.8;0;0;88.138;250.952;254;148.971;21.844;0;0;0;0;0;104.902;230.251;231.775;46.101;0;0;0;181.737;254;254;238.379;174.879;138.557;138.557;138.557;228.219;250.698;249.555;103.886;0;0;0;0;12.446;184.785;250.952;254;254;254;254;254;254;220.472;57.404;0;0;0;0;0;0;0;59.69;142.113;227.457;254;186.817;213.233;130.683;28.448;0;0;0;0
5;0;0;0;0;0;0;0;0;11.938;66.294;0;49.403;133.858;192.278;231.394;33.147;0;0;0;16.637;114.173;146.685;146.685;192.659;239.141;252.984;236.982;247.904;254;254;254;72.009;0;0;0;108.839;254;254;254;254;254;254;254;254;254;171.323;107.061;3.937;0;0;0;3.048;141.859;254;254;254;254;241.427;183.007;92.456;50.8;9.398;0;0;0;0;16.256;141.859;220.345;254;254;254;238.125;92.456;2.032;0;0;0;0;0;0;0;154.178;254;254;254;254;254;254;254;202.057;61.214;0;0;0;0;0;0;27.813;174.244;191.897;191.897;137.287;101.6;144.145;213.487;254;249.428;40.132;0;0;0;0;0;0;0;0;0;0;0;0;8.763;206.121;254;234.061;3.302;0;0;0;0;0;0;0;0;0;0;0;0;49.53;243.586;254;117.221;0;0;46.99;157.226;8.509;0;0;0;0;0;0;0;0;195.58;254;182.626;0;0;61.341;254;202.057;56.515;0;0;0;0;0;0;0;146.177;254;232.029;0.127;0;0.762;102.743;247.904;252.349;187.325;19.685;0;0;0;0;0;96.647;254;254;27.432;0;0;0;55.118;175.641;250.444;238.76;135.636;31.75;0;0;0;147.701;254;242.443;6.096;0;0;0;0;0;47.625;204.343;254;240.538;162.179;124.206;164.465;245.491;254;199.263;2.286;0;0;0;0;0;0;15.367;173.609;248.666;254;254;254;254;248.031;114.554;0;0;0;0;0;0;0;0;0;47.625;152.4;166.243;253.873;231.267;85.471;0;0;0
